lncRNA,gene,corr,p_value,mean_bicor
Xist,Peak1,0.413716423,2.26E-08,0.324577899
Malat1,Peak1,0.341563498,5.50E-06,0.050059217
Airn,Peak1,0.465416315,1.82E-10,0.262778973
Hotair,Peak1,-0.017802253,0.818301665,0.054523211
H19,Peak1,-0.083879912,0.278250457,0.124316343
Neat1,Peak1,0.170422877,0.026740427,-0.130568054
Hottip,Peak1,-0.091762408,0.235400029,-0.018087346
Gas5,Peak1,0.010320033,0.894060306,0.275243132
Meg3,Peak1,0.218083349,0.004393837,0.178532165
Pvt1,Peak1,0.36226802,1.30E-06,0.130783522
Kcnq1ot1,Peak1,0.573659358,3.57E-16,0.336887388
Xist,Ndel1,0.331409438,1.08E-05,0.324577899
Malat1,Ndel1,0.638013852,1.07E-20,0.050059217
Airn,Ndel1,-0.021710012,0.779348197,0.262778973
Hotair,Ndel1,0.083889085,0.278197717,0.054523211
H19,Ndel1,-0.349958593,3.10E-06,0.124316343
Neat1,Ndel1,0.166399414,0.030600043,-0.130568054
Hottip,Ndel1,0.028161383,0.716266514,-0.018087346
Gas5,Ndel1,-0.120063619,0.119976322,0.275243132
Meg3,Ndel1,0.415418259,1.95E-08,0.178532165
Pvt1,Ndel1,0.519969887,4.33E-13,0.130783522
Kcnq1ot1,Ndel1,0.480017968,4.01E-11,0.336887388
Xist,Pdzd2,0.456953314,4.24E-10,0.324577899
Malat1,Pdzd2,0.407920795,3.69E-08,0.050059217
Airn,Pdzd2,0.2831689,0.000191082,0.262778973
Hotair,Pdzd2,-0.023466481,0.762010385,0.054523211
H19,Pdzd2,-0.081980499,0.289316812,0.124316343
Neat1,Pdzd2,0.060920049,0.431390723,-0.130568054
Hottip,Pdzd2,-0.08365353,0.279554206,-0.018087346
Gas5,Pdzd2,-0.093224189,0.227992141,0.275243132
Meg3,Pdzd2,0.110240791,0.15362409,0.178532165
Pvt1,Pdzd2,0.233588939,0.002239244,0.130783522
Kcnq1ot1,Pdzd2,0.478502145,4.70E-11,0.336887388
Xist,Dlc1,0.297932757,8.35E-05,0.324577899
Malat1,Dlc1,0.062702395,0.418009863,0.050059217
Airn,Dlc1,0.633949493,2.21E-20,0.262778973
Hotair,Dlc1,0.050361262,0.515530614,0.054523211
H19,Dlc1,0.281086962,0.000213965,0.124316343
Neat1,Dlc1,0.000979127,0.989919649,-0.130568054
Hottip,Dlc1,-0.108711395,0.159447351,-0.018087346
Gas5,Dlc1,0.297428029,8.60E-05,0.275243132
Meg3,Dlc1,0.042127895,0.58655189,0.178532165
Pvt1,Dlc1,0.030615367,0.692740625,0.130783522
Kcnq1ot1,Dlc1,0.33804736,6.96E-06,0.336887388
Xist,Ptprk,0.585100733,6.62E-17,0.324577899
Malat1,Ptprk,0.070519577,0.362250337,0.050059217
Airn,Ptprk,0.352159509,2.66E-06,0.262778973
Hotair,Ptprk,-0.016373827,0.832657769,0.054523211
H19,Ptprk,0.301693575,6.71E-05,0.124316343
Neat1,Ptprk,-0.285405823,0.000169048,-0.130568054
Hottip,Ptprk,0.011143461,0.8856629,-0.018087346
Gas5,Ptprk,0.334606763,8.73E-06,0.275243132
Meg3,Ptprk,0.19752129,0.01004922,0.178532165
Pvt1,Ptprk,0.00240845,0.97520772,0.130783522
Kcnq1ot1,Ptprk,0.512000793,1.12E-12,0.336887388
Xist,Rapgef1,0.342832224,5.05E-06,0.324577899
Malat1,Rapgef1,-0.01226409,0.874255195,0.050059217
Airn,Rapgef1,0.206070744,0.007189226,0.262778973
Hotair,Rapgef1,0.027954452,0.718262954,0.054523211
H19,Rapgef1,0.267775151,0.000431969,0.124316343
Neat1,Rapgef1,-0.477295913,5.34E-11,-0.130568054
Hottip,Rapgef1,-0.120484012,0.118675493,-0.018087346
Gas5,Rapgef1,0.476715329,5.68E-11,0.275243132
Meg3,Rapgef1,0.279327645,0.000235264,0.178532165
Pvt1,Rapgef1,0.146024072,0.058173097,0.130783522
Kcnq1ot1,Rapgef1,0.368188838,8.43E-07,0.336887388
Xist,Itgb1,0.465125424,1.88E-10,0.324577899
Malat1,Itgb1,-0.146151831,0.057951224,0.050059217
Airn,Itgb1,0.693390535,1.50E-25,0.262778973
Hotair,Itgb1,0.064915714,0.401735379,0.054523211
H19,Itgb1,0.460346873,3.03E-10,0.124316343
Neat1,Itgb1,-0.14718903,0.056175645,-0.130568054
Hottip,Itgb1,-0.004874393,0.949848373,-0.018087346
Gas5,Itgb1,0.456319517,4.51E-10,0.275243132
Meg3,Itgb1,-0.052728435,0.495962534,0.178532165
Pvt1,Itgb1,-0.223900281,0.00342969,0.130783522
Kcnq1ot1,Itgb1,0.295428479,9.64E-05,0.336887388
Xist,Tesk1,0.277382037,0.000261105,0.324577899
Malat1,Tesk1,0.40411878,5.07E-08,0.050059217
Airn,Tesk1,-0.107572365,0.163890657,0.262778973
Hotair,Tesk1,0.047666162,0.538283265,0.054523211
H19,Tesk1,-0.164862147,0.032195056,0.124316343
Neat1,Tesk1,-0.100171433,0.195035554,-0.130568054
Hottip,Tesk1,-0.046355787,0.549523327,-0.018087346
Gas5,Tesk1,0.034010858,0.660671145,0.275243132
Meg3,Tesk1,0.504846213,2.58E-12,0.178532165
Pvt1,Tesk1,0.343315647,4.89E-06,0.130783522
Kcnq1ot1,Tesk1,0.471441968,9.83E-11,0.336887388
Xist,Nexn,-0.085867063,0.266982361,0.324577899
Malat1,Nexn,-0.156955103,0.041557779,0.050059217
Airn,Nexn,0.456792049,4.31E-10,0.262778973
Hotair,Nexn,0.225872093,0.003149045,0.054523211
H19,Nexn,0.391210987,1.45E-07,0.124316343
Neat1,Nexn,-0.185957034,0.015492704,-0.130568054
Hottip,Nexn,0.003596445,0.962985904,-0.018087346
Gas5,Nexn,0.477868783,5.03E-11,0.275243132
Meg3,Nexn,-0.155639,0.043319028,0.178532165
Pvt1,Nexn,0.051094449,0.509427612,0.130783522
Kcnq1ot1,Nexn,-0.010151986,0.895775546,0.336887388
Xist,Abi1,0.278324491,0.000248275,0.324577899
Malat1,Abi1,0.36754886,8.84E-07,0.050059217
Airn,Abi1,-0.080008941,0.301110207,0.262778973
Hotair,Abi1,-0.014248325,0.854121056,0.054523211
H19,Abi1,-0.316080085,2.83E-05,0.124316343
Neat1,Abi1,0.001958368,0.979839713,-0.130568054
Hottip,Abi1,0.048526682,0.530964641,-0.018087346
Gas5,Abi1,-0.033512638,0.665339945,0.275243132
Meg3,Abi1,0.412511571,2.50E-08,0.178532165
Pvt1,Abi1,0.678515553,3.84E-24,0.130783522
Kcnq1ot1,Abi1,0.462918249,2.34E-10,0.336887388
Xist,Tes,0.355982805,2.03E-06,0.324577899
Malat1,Tes,-0.291431697,0.000120906,0.050059217
Airn,Tes,0.536230021,5.75E-14,0.262778973
Hotair,Tes,0.104442389,0.176575962,0.054523211
H19,Tes,0.385641121,2.24E-07,0.124316343
Neat1,Tes,-0.369476381,7.67E-07,-0.130568054
Hottip,Tes,0.101261581,0.190195677,-0.018087346
Gas5,Tes,0.631629094,3.34E-20,0.275243132
Meg3,Tes,-0.067862869,0.38065998,0.178532165
Pvt1,Tes,-0.063867865,0.40939272,0.130783522
Kcnq1ot1,Tes,0.250945799,0.000998656,0.336887388
Xist,Fermt2,0.246663785,0.001225263,0.324577899
Malat1,Fermt2,-0.151946786,0.048596567,0.050059217
Airn,Fermt2,0.597265097,1.02E-17,0.262778973
Hotair,Fermt2,0.06783903,0.380827707,0.054523211
H19,Fermt2,0.333877359,9.16E-06,0.124316343
Neat1,Fermt2,-0.180303512,0.018985874,-0.130568054
Hottip,Fermt2,-0.12037778,0.119003169,-0.018087346
Gas5,Fermt2,0.297372124,8.62E-05,0.275243132
Meg3,Fermt2,-0.17828895,0.020385959,0.178532165
Pvt1,Fermt2,-0.05475926,0.479493238,0.130783522
Kcnq1ot1,Fermt2,0.195624964,0.010805505,0.336887388
Xist,Tns1,0.187652366,0.014560929,0.324577899
Malat1,Tns1,0.106073647,0.169877112,0.050059217
Airn,Tns1,0.415309398,1.97E-08,0.262778973
Hotair,Tns1,0.183602788,0.016872667,0.054523211
H19,Tns1,0.033439042,0.66603071,0.124316343
Neat1,Tns1,0.159256347,0.038622577,-0.130568054
Hottip,Tns1,0.145349799,0.059355691,-0.018087346
Gas5,Tns1,0.095014244,0.219146821,0.275243132
Meg3,Tns1,0.068044785,0.379381521,0.178532165
Pvt1,Tns1,-0.085198356,0.270738999,0.130783522
Kcnq1ot1,Tns1,0.238915843,0.001758294,0.336887388
Xist,Tjp1,0.54724964,1.38E-14,0.324577899
Malat1,Tjp1,-0.1290491,0.094487476,0.050059217
Airn,Tjp1,0.674578535,8.77E-24,0.262778973
Hotair,Tjp1,0.075051905,0.332145124,0.054523211
H19,Tjp1,0.477787538,5.07E-11,0.124316343
Neat1,Tjp1,-0.321899424,1.97E-05,-0.130568054
Hottip,Tjp1,-0.050478658,0.514550894,-0.018087346
Gas5,Tjp1,0.657476219,2.75E-22,0.275243132
Meg3,Tjp1,0.160779061,0.036777958,0.178532165
Pvt1,Tjp1,0.020741251,0.788958046,0.130783522
Kcnq1ot1,Tjp1,0.550033669,9.50E-15,0.336887388
Xist,Cdh22,0.092714914,0.230554089,0.324577899
Malat1,Cdh22,0.111523487,0.148864923,0.050059217
Airn,Cdh22,-0.106639139,0.167599516,0.262778973
Hotair,Cdh22,0.068684991,0.374903177,0.054523211
H19,Cdh22,0.116019293,0.133062426,0.124316343
Neat1,Cdh22,-0.185245416,0.015899056,-0.130568054
Hottip,Cdh22,-0.071762448,0.353830967,-0.018087346
Gas5,Cdh22,0.189185145,0.013761025,0.275243132
Meg3,Cdh22,0.370382319,7.17E-07,0.178532165
Pvt1,Cdh22,0.109811759,0.155241237,0.130783522
Kcnq1ot1,Cdh22,0.177299809,0.021105471,0.336887388
Xist,Inpp5d,0.328615942,1.29E-05,0.324577899
Malat1,Inpp5d,0.269647326,0.000392168,0.050059217
Airn,Inpp5d,0.065592995,0.396831666,0.262778973
Hotair,Inpp5d,-0.040433828,0.601703658,0.054523211
H19,Inpp5d,-0.212299021,0.005587343,0.124316343
Neat1,Inpp5d,0.257832224,0.000713475,-0.130568054
Hottip,Inpp5d,-0.03007099,0.697935128,-0.018087346
Gas5,Inpp5d,-0.056101211,0.468774917,0.275243132
Meg3,Inpp5d,0.287856343,0.000147642,0.178532165
Pvt1,Inpp5d,0.344651371,4.46E-06,0.130783522
Kcnq1ot1,Inpp5d,0.303935042,5.89E-05,0.336887388
Xist,Cdh7,0.052209814,0.500215807,0.324577899
Malat1,Cdh7,0.092870523,0.229769144,0.050059217
Airn,Cdh7,-0.096089006,0.213954824,0.262778973
Hotair,Cdh7,-0.001932805,0.980102816,0.054523211
H19,Cdh7,-0.017594436,0.820386658,0.124316343
Neat1,Cdh7,-0.183134797,0.017159376,-0.130568054
Hottip,Cdh7,-0.068233258,0.378059747,-0.018087346
Gas5,Cdh7,0.109753137,0.155463193,0.275243132
Meg3,Cdh7,0.533042805,8.62E-14,0.178532165
Pvt1,Cdh7,0.260505566,0.000624614,0.130783522
Kcnq1ot1,Cdh7,0.31956631,2.28E-05,0.336887388
Xist,Sptbn1,0.299069675,7.82E-05,0.324577899
Malat1,Sptbn1,0.599815405,6.86E-18,0.050059217
Airn,Sptbn1,-0.050428408,0.514970129,0.262778973
Hotair,Sptbn1,-0.03004637,0.698170386,0.054523211
H19,Sptbn1,-0.259576392,0.000654272,0.124316343
Neat1,Sptbn1,0.147152521,0.056237374,-0.130568054
Hottip,Sptbn1,-0.05048844,0.514469303,-0.018087346
Gas5,Sptbn1,-0.335682225,8.13E-06,0.275243132
Meg3,Sptbn1,0.211060715,0.005877729,0.178532165
Pvt1,Sptbn1,0.388580563,1.78E-07,0.130783522
Kcnq1ot1,Sptbn1,0.433531269,3.91E-09,0.336887388
Xist,Cgnl1,0.269514748,0.000394871,0.324577899
Malat1,Cgnl1,-0.184253459,0.01648097,0.050059217
Airn,Cgnl1,0.676934972,5.36E-24,0.262778973
Hotair,Cgnl1,0.134057836,0.082268988,0.054523211
H19,Cgnl1,0.406914479,4.02E-08,0.124316343
Neat1,Cgnl1,-0.153697267,0.046031323,-0.130568054
Hottip,Cgnl1,-0.050066035,0.517998635,-0.018087346
Gas5,Cgnl1,0.462992663,2.33E-10,0.275243132
Meg3,Cgnl1,-0.092728482,0.230485568,0.178532165
Pvt1,Cgnl1,-0.15863039,0.039403147,0.130783522
Kcnq1ot1,Cgnl1,0.258197401,0.000700686,0.336887388
Xist,Itgad,-0.068257808,0.377887785,0.324577899
Malat1,Itgad,0.335746967,8.10E-06,0.050059217
Airn,Itgad,-0.239193511,0.00173602,0.262778973
Hotair,Itgad,0.021486138,0.781566059,0.054523211
H19,Itgad,-0.363527458,1.19E-06,0.124316343
Neat1,Itgad,0.283143915,0.000191343,-0.130568054
Hottip,Itgad,-0.075997154,0.326074401,-0.018087346
Gas5,Itgad,-0.454955588,5.16E-10,0.275243132
Meg3,Itgad,0.015562733,0.840834514,0.178532165
Pvt1,Itgad,0.297306244,8.66E-05,0.130783522
Kcnq1ot1,Itgad,0.02791192,0.718673532,0.336887388
Xist,Pak1,0.306439141,5.08E-05,0.324577899
Malat1,Pak1,0.213622902,0.00529114,0.050059217
Airn,Pak1,-0.298175202,8.23E-05,0.262778973
Hotair,Pak1,0.057535973,0.457462166,0.054523211
H19,Pak1,-0.216117389,0.004770964,0.124316343
Neat1,Pak1,-0.216265038,0.004741664,-0.130568054
Hottip,Pak1,-0.000900326,0.990730888,-0.018087346
Gas5,Pak1,0.027329522,0.724303719,0.275243132
Meg3,Pak1,0.376116586,4.67E-07,0.178532165
Pvt1,Pak1,0.428854354,5.98E-09,0.130783522
Kcnq1ot1,Pak1,0.438516328,2.47E-09,0.336887388
Xist,Ptprf,0.311531934,3.74E-05,0.324577899
Malat1,Ptprf,-0.33299628,9.70E-06,0.050059217
Airn,Ptprf,0.394862291,1.08E-07,0.262778973
Hotair,Ptprf,0.049581539,0.522061992,0.054523211
H19,Ptprf,0.477286725,5.35E-11,0.124316343
Neat1,Ptprf,-0.452370833,6.64E-10,-0.130568054
Hottip,Ptprf,-0.008346537,0.914232429,-0.018087346
Gas5,Ptprf,0.683116506,1.44E-24,0.275243132
Meg3,Ptprf,0.172505241,0.024911974,0.178532165
Pvt1,Ptprf,-0.178740879,0.020064342,0.130783522
Kcnq1ot1,Ptprf,0.311859524,3.67E-05,0.336887388
Xist,Gab1,0.553801452,5.73E-15,0.324577899
Malat1,Gab1,-0.089684188,0.246219925,0.050059217
Airn,Gab1,0.581244586,1.18E-16,0.262778973
Hotair,Gab1,0.14489557,0.060163444,0.054523211
H19,Gab1,0.3934114,1.21E-07,0.124316343
Neat1,Gab1,-0.192113436,0.012339189,-0.130568054
Hottip,Gab1,-0.089631226,0.246500105,-0.018087346
Gas5,Gab1,0.478092265,4.91E-11,0.275243132
Meg3,Gab1,0.276762326,0.000269874,0.178532165
Pvt1,Gab1,-0.01337182,0.863004197,0.130783522
Kcnq1ot1,Gab1,0.502110255,3.52E-12,0.336887388
Xist,Sorbs1,0.162499561,0.034783773,0.324577899
Malat1,Sorbs1,0.546492595,1.52E-14,0.050059217
Airn,Sorbs1,-0.228895518,0.00275886,0.262778973
Hotair,Sorbs1,-0.052094019,0.501168066,0.054523211
H19,Sorbs1,-0.47767723,5.13E-11,0.124316343
Neat1,Sorbs1,0.199144276,0.009439454,-0.130568054
Hottip,Sorbs1,-0.053645273,0.488490474,-0.018087346
Gas5,Sorbs1,-0.440763164,2.01E-09,0.275243132
Meg3,Sorbs1,0.093043326,0.228899672,0.178532165
Pvt1,Sorbs1,0.3858671,2.21E-07,0.130783522
Kcnq1ot1,Sorbs1,0.234567879,0.00214277,0.336887388
Xist,Lin7a,0.342903576,5.02E-06,0.324577899
Malat1,Lin7a,0.200037703,0.009117941,0.050059217
Airn,Lin7a,-0.188046399,0.014351511,0.262778973
Hotair,Lin7a,0.121738469,0.114858895,0.054523211
H19,Lin7a,-0.150784377,0.0503649,0.124316343
Neat1,Lin7a,0.191906643,0.012435189,-0.130568054
Hottip,Lin7a,-0.060706385,0.433011145,-0.018087346
Gas5,Lin7a,-0.189356027,0.013674276,0.275243132
Meg3,Lin7a,0.235520516,0.002052529,0.178532165
Pvt1,Lin7a,-0.07857282,0.309897765,0.130783522
Kcnq1ot1,Lin7a,0.151572634,0.049160026,0.336887388
Xist,Gna12,0.232257452,0.002376794,0.324577899
Malat1,Gna12,0.006780009,0.930284448,0.050059217
Airn,Gna12,0.293075221,0.0001102,0.262778973
Hotair,Gna12,0.20185772,0.008492803,0.054523211
H19,Gna12,0.166414994,0.030584228,0.124316343
Neat1,Gna12,-0.249340863,0.001078654,-0.130568054
Hottip,Gna12,-0.119449064,0.121897828,-0.018087346
Gas5,Gna12,0.336848415,7.53E-06,0.275243132
Meg3,Gna12,0.290498711,0.000127409,0.178532165
Pvt1,Gna12,0.210754366,0.005951617,0.130783522
Kcnq1ot1,Gna12,0.346482653,3.94E-06,0.336887388
Xist,Nf2,0.563098614,1.60E-15,0.324577899
Malat1,Nf2,-0.017759048,0.818735037,0.050059217
Airn,Nf2,0.266404801,0.000463435,0.262778973
Hotair,Nf2,0.035810816,0.643913665,0.054523211
H19,Nf2,0.296370013,9.14E-05,0.124316343
Neat1,Nf2,-0.520466749,4.08E-13,-0.130568054
Hottip,Nf2,-0.088472817,0.252683729,-0.018087346
Gas5,Nf2,0.492802319,1.00E-11,0.275243132
Meg3,Nf2,0.288971677,0.000138761,0.178532165
Pvt1,Nf2,0.125139252,0.104992872,0.130783522
Kcnq1ot1,Nf2,0.480864617,3.66E-11,0.336887388
Xist,Itga4,0.645184039,2.86E-21,0.324577899
Malat1,Itga4,0.116342117,0.131979252,0.050059217
Airn,Itga4,0.33074713,1.12E-05,0.262778973
Hotair,Itga4,0.039937922,0.606171931,0.054523211
H19,Itga4,0.115696955,0.13415076,0.124316343
Neat1,Itga4,-0.02765122,0.721191935,-0.130568054
Hottip,Itga4,-0.071758886,0.353854921,-0.018087346
Gas5,Itga4,0.247986975,0.00115066,0.275243132
Meg3,Itga4,0.323478978,1.79E-05,0.178532165
Pvt1,Itga4,0.137831894,0.073928531,0.130783522
Kcnq1ot1,Itga4,0.632452715,2.89E-20,0.336887388
Xist,Myh10,0.56334149,1.55E-15,0.324577899
Malat1,Myh10,-0.13343396,0.083717872,0.050059217
Airn,Myh10,0.454848806,5.21E-10,0.262778973
Hotair,Myh10,0.086884405,0.261335597,0.054523211
H19,Myh10,0.423052103,1.00E-08,0.124316343
Neat1,Myh10,-0.418004051,1.56E-08,-0.130568054
Hottip,Myh10,-0.104921437,0.174588805,-0.018087346
Gas5,Myh10,0.563553804,1.50E-15,0.275243132
Meg3,Myh10,0.349103299,3.29E-06,0.178532165
Pvt1,Myh10,0.107738141,0.163238282,0.130783522
Kcnq1ot1,Myh10,0.582009042,1.05E-16,0.336887388
Xist,Insr,0.628531382,5.77E-20,0.324577899
Malat1,Insr,0.343552228,4.81E-06,0.050059217
Airn,Insr,0.196958538,0.010268624,0.262778973
Hotair,Insr,-0.1020972,0.186545605,0.054523211
H19,Insr,-0.073778296,0.340438362,0.124316343
Neat1,Insr,0.21654664,0.004686229,-0.130568054
Hottip,Insr,-0.045434628,0.557492845,-0.018087346
Gas5,Insr,-0.1167207,0.13071763,0.275243132
Meg3,Insr,0.027793072,0.719821252,0.178532165
Pvt1,Insr,-0.185676532,0.015651783,0.130783522
Kcnq1ot1,Insr,0.300221736,7.32E-05,0.336887388
Xist,Vav3,0.470257226,1.11E-10,0.324577899
Malat1,Vav3,0.159198348,0.03869435,0.050059217
Airn,Vav3,0.259721637,0.000649552,0.262778973
Hotair,Vav3,0.060091049,0.437697288,0.054523211
H19,Vav3,-0.06524047,0.39937957,0.124316343
Neat1,Vav3,-0.128682814,0.09543475,-0.130568054
Hottip,Vav3,-0.069758688,0.36746555,-0.018087346
Gas5,Vav3,0.090507476,0.241893014,0.275243132
Meg3,Vav3,0.140856239,0.067751076,0.178532165
Pvt1,Vav3,0.241680967,0.001547653,0.130783522
Kcnq1ot1,Vav3,0.482192691,3.18E-11,0.336887388
Xist,Fhl2,0.200537247,0.008942429,0.324577899
Malat1,Fhl2,0.229069345,0.002737818,0.050059217
Airn,Fhl2,0.263417697,0.000539504,0.262778973
Hotair,Fhl2,0.04236962,0.584404264,0.054523211
H19,Fhl2,0.027539142,0.722275549,0.124316343
Neat1,Fhl2,-0.026854926,0.728902724,-0.130568054
Hottip,Fhl2,0.143313617,0.063047413,-0.018087346
Gas5,Fhl2,0.198605543,0.009638131,0.275243132
Meg3,Fhl2,0.148921385,0.05331026,0.178532165
Pvt1,Fhl2,0.325246465,1.60E-05,0.130783522
Kcnq1ot1,Fhl2,0.39070366,1.51E-07,0.336887388
Xist,Bcar3,-0.014865187,0.847880227,0.324577899
Malat1,Bcar3,-0.079735591,0.302770022,0.050059217
Airn,Bcar3,0.2057118,0.007292906,0.262778973
Hotair,Bcar3,0.084880671,0.272536198,0.054523211
H19,Bcar3,0.032316204,0.676604039,0.124316343
Neat1,Bcar3,0.213568846,0.005302954,-0.130568054
Hottip,Bcar3,0.001925208,0.980181004,-0.018087346
Gas5,Bcar3,0.14918672,0.05288226,0.275243132
Meg3,Bcar3,-0.117323679,0.128727377,0.178532165
Pvt1,Bcar3,-0.094198869,0.223145127,0.130783522
Kcnq1ot1,Bcar3,-0.077002956,0.31969379,0.336887388
Xist,Numb,0.322193793,1.94E-05,0.324577899
Malat1,Numb,-0.010103954,0.896265892,0.050059217
Airn,Numb,0.576474028,2.37E-16,0.262778973
Hotair,Numb,0.041302611,0.593911372,0.054523211
H19,Numb,0.214914758,0.005015732,0.124316343
Neat1,Numb,-0.052445213,0.498282903,-0.130568054
Hottip,Numb,0.010542583,0.89178952,-0.018087346
Gas5,Numb,0.363268429,1.21E-06,0.275243132
Meg3,Numb,0.088471057,0.252693206,0.178532165
Pvt1,Numb,0.130860197,0.089912935,0.130783522
Kcnq1ot1,Numb,0.317347247,2.62E-05,0.336887388
Xist,Myom1,-0.059543374,0.441892367,0.324577899
Malat1,Myom1,-0.289248084,0.000136639,0.050059217
Airn,Myom1,0.461782947,2.63E-10,0.262778973
Hotair,Myom1,0.189734073,0.013484058,0.054523211
H19,Myom1,0.459293395,3.36E-10,0.124316343
Neat1,Myom1,-0.260551411,0.000623183,-0.130568054
Hottip,Myom1,0.150418489,0.05093245,-0.018087346
Gas5,Myom1,0.664850925,6.40E-23,0.275243132
Meg3,Myom1,-0.199849503,0.009184851,0.178532165
Pvt1,Myom1,-0.097230834,0.208535825,0.130783522
Kcnq1ot1,Myom1,-0.035348326,0.648202753,0.336887388
Xist,Lrp1,0.521602892,3.55E-13,0.324577899
Malat1,Lrp1,0.36148614,1.37E-06,0.050059217
Airn,Lrp1,0.086079864,0.265794386,0.262778973
Hotair,Lrp1,-0.042873283,0.579941111,0.054523211
H19,Lrp1,-0.239140515,0.001740251,0.124316343
Neat1,Lrp1,0.122158031,0.113603984,-0.130568054
Hottip,Lrp1,-0.090612192,0.241346489,-0.018087346
Gas5,Lrp1,0.047643003,0.538480915,0.275243132
Meg3,Lrp1,0.394004566,1.16E-07,0.178532165
Pvt1,Lrp1,0.347955481,3.56E-06,0.130783522
Kcnq1ot1,Lrp1,0.558714005,2.93E-15,0.336887388
Xist,Asap2,0.329481662,1.22E-05,0.324577899
Malat1,Asap2,0.105814618,0.170928031,0.050059217
Airn,Asap2,0.092485153,0.231716532,0.262778973
Hotair,Asap2,0.033149007,0.668755666,0.054523211
H19,Asap2,0.0897608,0.245815026,0.124316343
Neat1,Asap2,-0.320876997,2.10E-05,-0.130568054
Hottip,Asap2,-0.047533608,0.539415057,-0.018087346
Gas5,Asap2,0.306924498,4.93E-05,0.275243132
Meg3,Asap2,0.254807301,0.000827973,0.178532165
Pvt1,Asap2,0.320318392,2.18E-05,0.130783522
Kcnq1ot1,Asap2,0.40083498,6.65E-08,0.336887388
Xist,Cdh11,0.543230898,2.33E-14,0.324577899
Malat1,Cdh11,-0.139619937,0.070223468,0.050059217
Airn,Cdh11,0.543595896,2.22E-14,0.262778973
Hotair,Cdh11,0.114277312,0.139025354,0.054523211
H19,Cdh11,0.500100326,4.43E-12,0.124316343
Neat1,Cdh11,-0.383637333,2.62E-07,-0.130568054
Hottip,Cdh11,-0.077929313,0.313889264,-0.018087346
Gas5,Cdh11,0.54418566,2.06E-14,0.275243132
Meg3,Cdh11,0.220388435,0.003985911,0.178532165
Pvt1,Cdh11,0.075955414,0.326340951,0.130783522
Kcnq1ot1,Cdh11,0.582367175,9.96E-17,0.336887388
Xist,Tln1,0.468920405,1.27E-10,0.324577899
Malat1,Tln1,-0.154493061,0.044903054,0.050059217
Airn,Tln1,0.677917609,4.36E-24,0.262778973
Hotair,Tln1,0.076580183,0.322365856,0.054523211
H19,Tln1,0.433573363,3.90E-09,0.124316343
Neat1,Tln1,-0.106807056,0.166927605,-0.130568054
Hottip,Tln1,-0.029100697,0.707228482,-0.018087346
Gas5,Tln1,0.580178761,1.38E-16,0.275243132
Meg3,Tln1,0.051264774,0.508015231,0.178532165
Pvt1,Tln1,-0.122754145,0.111839442,0.130783522
Kcnq1ot1,Tln1,0.347097983,3.78E-06,0.336887388
Xist,Lima1,0.530641131,1.17E-13,0.324577899
Malat1,Lima1,-0.154099016,0.045458804,0.050059217
Airn,Lima1,0.597678198,9.60E-18,0.262778973
Hotair,Lima1,0.085151381,0.271004239,0.054523211
H19,Lima1,0.379843019,3.51E-07,0.124316343
Neat1,Lima1,-0.182958228,0.017268644,-0.130568054
Hottip,Lima1,-0.003081108,0.968286682,-0.018087346
Gas5,Lima1,0.523747186,2.73E-13,0.275243132
Meg3,Lima1,0.068064143,0.379245633,0.178532165
Pvt1,Lima1,-0.197290156,0.010138828,0.130783522
Kcnq1ot1,Lima1,0.370397579,7.16E-07,0.336887388
Xist,Ssx2ip,-0.002105376,0.978326705,0.324577899
Malat1,Ssx2ip,0.199614308,0.009269078,0.050059217
Airn,Ssx2ip,-0.129608661,0.093054795,0.262778973
Hotair,Ssx2ip,0.065382074,0.398354948,0.054523211
H19,Ssx2ip,-0.143866531,0.062026817,0.124316343
Neat1,Ssx2ip,0.036644514,0.636211724,-0.130568054
Hottip,Ssx2ip,0.02409297,0.755854449,-0.018087346
Gas5,Ssx2ip,0.063255447,0.413907632,0.275243132
Meg3,Ssx2ip,0.309178623,4.31E-05,0.178532165
Pvt1,Ssx2ip,0.498548765,5.28E-12,0.130783522
Kcnq1ot1,Ssx2ip,0.256870458,0.000748193,0.336887388
Xist,Sh3kbp1,0.377190181,4.30E-07,0.324577899
Malat1,Sh3kbp1,0.153051203,0.04696462,0.050059217
Airn,Sh3kbp1,0.072454449,0.349196822,0.262778973
Hotair,Sh3kbp1,-0.02661581,0.731223523,0.054523211
H19,Sh3kbp1,-0.17744435,0.020998981,0.124316343
Neat1,Sh3kbp1,-0.275047061,0.000295593,-0.130568054
Hottip,Sh3kbp1,-0.071341014,0.356671979,-0.018087346
Gas5,Sh3kbp1,-0.020666085,0.789705023,0.275243132
Meg3,Sh3kbp1,0.118853669,0.123782081,0.178532165
Pvt1,Sh3kbp1,0.303647115,5.99E-05,0.130783522
Kcnq1ot1,Sh3kbp1,0.388651416,1.77E-07,0.336887388
Xist,Rdx,0.271172466,0.000362285,0.324577899
Malat1,Rdx,-0.486370189,2.03E-11,0.050059217
Airn,Rdx,0.559884376,2.50E-15,0.262778973
Hotair,Rdx,0.093481008,0.226707847,0.054523211
H19,Rdx,0.578807162,1.69E-16,0.124316343
Neat1,Rdx,-0.465131592,1.87E-10,-0.130568054
Hottip,Rdx,-0.105738897,0.171236151,-0.018087346
